image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_01156.png;[(200, 152), (286, 336), (218, 509), (619, 622), (499, 689), (627, 471), (335, 98), (822, 272), (806, 629), (972, 685)];[(206, 516), (833, 287), (790, 633), (633, 480), (466, 361), (311, 85)];[(659, 593), (639, 473), (833, 290), (794, 628), (312, 327), (207, 168), (208, 538)];[(204, 160), (299, 332), (210, 520), (634, 475), (323, 92), (830, 284), (797, 631)];[(633, 475), (830, 283), (797, 630)]
IMG_01159.png;[(342, 579), (82, 31), (127, 332)];[(334, 567)];[(340, 572)];[(339, 573)];[(339, 573)]
IMG_01160.png;[(131, 390), (170, 532), (297, 447), (47, 112), (571, 182), (795, 438), (420, 613), (186, 748), (356, 740), (785, 129), (715, 89)];[(170, 533), (124, 395), (693, 262), (549, 175), (418, 608), (801, 128)];[(145, 522), (139, 385), (779, 425), (555, 164), (793, 133)];[(132, 390), (163, 530), (559, 174), (787, 432), (419, 611), (794, 131)];[(132, 390), (162, 529), (559, 174), (793, 130)]
IMG_01162.png;[(49, 650), (861, 421), (715, 614)];[(873, 387), (410, 381)];[(400, 377), (826, 394), (130, 139)];[(405, 379)];[]
IMG_01163.png;[(644, 153), (305, 647), (106, 726), (217, 236)];[];[(215, 227), (330, 654), (630, 147)];[(637, 150), (318, 651), (216, 232)];[]
IMG_01164.png;[(252, 289), (487, 126), (949, 584)];[(263, 283)];[(254, 316)];[(256, 294)];[]
IMG_01165.png;[(345, 216), (915, 190)];[(919, 191), (331, 220)];[(338, 229), (367, 119)];[(339, 222), (917, 191)];[(338, 222)]
IMG_01166.png;[(276, 443), (52, 107), (653, 77)];[(585, 285), (606, 327), (288, 437), (58, 112)];[(720, 454), (279, 454), (48, 106)];[(282, 445), (53, 109)];[(281, 445), (53, 109)]
IMG_01167.png;[(91, 30), (339, 551)];[];[(338, 435)];[];[]
IMG_01168.png;[(149, 500), (128, 382), (66, 187), (778, 419), (405, 604), (549, 47), (704, 78), (798, 143), (852, 143)];[(695, 255), (560, 191), (789, 420), (164, 537), (124, 395)];[(775, 415), (421, 605), (165, 522), (155, 400), (551, 187), (816, 137)];[(162, 521), (126, 389), (781, 419), (413, 605), (807, 140), (556, 189)];[(781, 418)]
IMG_01169.png;[(155, 49), (79, 25), (209, 38), (284, 160), (242, 335), (99, 579), (57, 563), (919, 299), (918, 146), (945, 348)];[(254, 328), (95, 581)];[(294, 328), (253, 197), (150, 70), (628, 335), (820, 308), (96, 597), (73, 723)];[(153, 60), (248, 332), (97, 586)];[(97, 586)]
IMG_01170.png;[(34, 168), (167, 51), (182, 171), (334, 70), (454, 104), (606, 120), (604, 22), (651, 129), (703, 255), (598, 302), (764, 392), (847, 402), (952, 281), (288, 262), (368, 352), (200, 288), (85, 281), (135, 296), (497, 431), (532, 617), (819, 740)];[(439, 107), (185, 51), (384, 345), (606, 301), (610, 113), (543, 201)];[(613, 298), (767, 367), (707, 245), (340, 40), (160, 52), (384, 362), (334, 271), (798, 516)];[(171, 52), (447, 106), (608, 117), (705, 250), (607, 301), (766, 380), (379, 354)];[(171, 52), (606, 301), (379, 353)]
IMG_01171.png;[(398, 564), (187, 650), (193, 557), (89, 575), (123, 691), (167, 369), (489, 322), (530, 411), (616, 298), (641, 325), (675, 417), (567, 491), (765, 241), (915, 287), (410, 161), (320, 657), (533, 651), (204, 222), (197, 149)];[(673, 396), (409, 560), (558, 495), (520, 422), (990, 486), (533, 662), (320, 638), (209, 638), (184, 577), (79, 576), (616, 295), (775, 251), (904, 300), (415, 175)];[(705, 400), (407, 586), (609, 288), (783, 236), (890, 317), (455, 303), (221, 644), (187, 577), (98, 576), (736, 704), (564, 492), (520, 421)];[(405, 571), (207, 642), (188, 571), (89, 576), (523, 419), (615, 294), (674, 407), (564, 493), (775, 243), (904, 302), (413, 168), (320, 648), (533, 657)];[(405, 570), (188, 571), (89, 576), (524, 418), (614, 294), (563, 493), (775, 243)]
IMG_01172.png;[(834, 316), (1010, 134), (960, 194), (874, 423), (964, 536), (504, 243), (159, 436), (42, 178)];[(889, 407), (951, 540), (950, 188), (193, 505), (156, 428)];[(760, 320), (908, 416), (943, 548), (505, 240), (259, 194)];[(955, 191), (891, 413), (953, 542), (505, 242), (158, 432)];[(953, 542)]
IMG_01173.png;[(213, 76), (277, 174), (239, 337), (360, 362), (340, 650), (250, 710), (159, 590), (470, 746), (498, 688), (751, 709), (902, 757), (975, 341), (651, 227), (648, 74), (813, 134)];[(636, 226), (638, 71), (350, 378), (665, 751), (983, 448)];[(629, 217), (372, 349), (250, 355), (340, 651), (633, 70), (218, 40)];[(245, 346), (361, 363), (340, 651), (640, 224), (640, 72)];[(639, 224), (640, 72)]
IMG_01174.png;[(126, 227), (223, 205), (127, 48), (299, 177), (445, 150), (532, 199), (602, 75), (559, 446)];[];[(566, 445), (136, 208), (589, 80)];[(131, 218), (596, 78), (563, 446)];[]
IMG_01175.png;[(30, 627), (35, 263), (433, 134), (772, 116), (611, 385), (588, 621), (293, 632), (907, 364), (252, 370), (342, 372), (833, 721), (964, 605), (988, 185), (595, 154), (142, 459)];[(454, 136), (721, 385), (599, 391), (598, 645), (755, 111), (886, 126), (55, 601), (24, 256)];[(461, 132), (699, 400), (248, 653), (600, 656), (908, 342)];[(30, 260), (450, 135), (764, 114), (605, 388), (597, 643), (908, 353), (710, 393)];[(450, 134)]
IMG_01176.png;[(188, 178), (51, 187), (158, 101), (337, 55), (642, 161), (438, 385), (339, 290), (116, 462), (409, 603), (599, 695), (510, 458)];[(659, 167), (171, 185), (416, 573), (606, 686), (256, 597)];[(662, 159), (154, 190), (455, 362), (91, 178), (150, 127)];[(172, 185), (154, 114), (655, 163), (447, 374), (603, 691)];[(655, 163)]
IMG_01177.png;[(74, 264), (266, 330), (431, 553), (39, 723), (98, 582), (764, 298), (846, 283), (936, 289), (526, 162)];[(909, 300), (381, 327), (509, 166), (143, 63)];[(255, 341), (540, 290), (816, 318), (941, 605), (86, 722)];[(261, 336), (923, 295), (518, 164)];[]
IMG_01178.png;[(26, 192), (64, 70), (142, 69), (325, 89), (467, 116), (622, 109), (853, 391), (771, 361), (608, 292), (348, 281), (136, 289), (212, 308), (490, 417), (402, 438), (339, 393), (233, 672), (947, 621), (715, 478)];[(435, 121), (181, 57), (760, 371)];[(739, 474), (760, 360), (593, 305), (444, 109), (341, 58), (160, 69), (516, 409), (650, 126)];[(161, 67), (448, 114), (765, 365), (601, 299), (503, 413), (727, 476)];[(764, 364)]
IMG_01179.png;[(395, 581), (90, 580), (173, 381), (517, 427), (659, 407), (570, 499), (733, 679), (537, 668), (341, 291), (509, 159)];[(675, 398), (413, 570), (559, 500), (518, 427), (914, 727), (525, 672)];[(685, 416), (395, 583), (594, 288), (477, 320), (774, 250), (516, 660), (734, 689), (890, 530)];[(402, 579), (518, 427), (674, 408), (565, 500), (734, 684), (527, 667)];[(401, 578), (673, 407), (526, 667)]
IMG_01180.png;[(159, 441), (206, 490), (789, 335)];[(880, 416), (951, 198), (938, 135), (158, 433), (194, 511)];[(265, 194), (767, 343), (890, 406), (158, 432), (191, 518)];[(159, 436), (196, 509), (778, 339), (885, 411)];[(159, 436)]
IMG_01115.png;[(73, 411), (28, 596), (785, 295), (1004, 136), (950, 258), (924, 489), (521, 299)];[(768, 290), (1010, 145), (943, 468), (121, 492)];[(549, 315), (86, 423), (781, 291), (942, 260), (986, 315), (949, 493), (928, 600)];[(80, 417), (779, 293), (1007, 141), (946, 259), (939, 484)];[(778, 292), (939, 484)]
IMG_01116.png;[(85, 529), (118, 630), (54, 644), (208, 457), (189, 179), (463, 348), (545, 379), (451, 725), (553, 503), (678, 308), (865, 109), (593, 101), (346, 235), (314, 132), (392, 122)];[(461, 371), (528, 392), (673, 307), (51, 532), (601, 111), (438, 738), (110, 526)];[(429, 352), (565, 501), (683, 276), (341, 257), (427, 124), (52, 508), (834, 581)];[(98, 528), (462, 360), (537, 386), (445, 732), (559, 502), (676, 308), (597, 106), (344, 246), (52, 520)];[]
IMG_01117.png;[(68, 725), (208, 479), (183, 270), (553, 490), (816, 167), (410, 735), (71, 441)];[(91, 740)];[(560, 510), (823, 170), (192, 262), (136, 570)];[(80, 733), (188, 266), (557, 500), (820, 169)];[]
IMG_01118.png;[(110, 78), (832, 281), (929, 378), (743, 426), (635, 406), (540, 293), (392, 198), (46, 49), (815, 639), (372, 293), (937, 198)];[(721, 406), (909, 347), (851, 291), (358, 297), (771, 500), (558, 561)];[(902, 347), (719, 399), (844, 298), (124, 96), (915, 201)];[(117, 87), (843, 291), (726, 410), (365, 295), (926, 200), (906, 347)];[(843, 290)]
IMG_01119.png;[(186, 308), (546, 236), (651, 298), (779, 180), (742, 422), (902, 487), (982, 601), (277, 111), (927, 301)];[(720, 355), (654, 326), (809, 211), (934, 296), (1004, 592), (774, 705), (713, 703), (210, 297)];[(749, 422), (903, 492), (661, 328), (221, 293)];[(208, 299), (656, 321), (746, 422), (903, 490), (993, 597), (931, 299)];[]
IMG_01120.png;[(606, 163), (670, 64), (931, 37), (911, 198), (810, 154), (748, 167), (750, 99), (670, 425), (864, 455), (970, 489), (830, 537), (882, 415), (846, 345), (266, 231), (149, 204), (251, 616), (229, 536), (43, 736), (607, 555), (315, 97), (102, 131)];[(658, 446), (963, 495), (746, 157), (633, 148), (746, 77), (684, 47), (936, 30), (929, 186), (260, 241), (311, 105), (91, 151), (648, 268), (826, 312), (876, 391), (30, 740)];[(650, 428), (611, 166), (744, 164), (700, 44), (130, 191), (878, 380), (951, 500)];[(616, 162), (685, 51), (934, 34), (920, 192), (747, 163), (748, 88), (660, 434), (962, 495), (878, 395), (263, 236), (140, 198), (37, 738), (313, 101), (97, 141)];[(746, 163), (660, 433), (962, 495)]
IMG_01121.png;[(481, 111), (611, 592), (55, 64)];[];[(757, 383), (485, 250), (476, 117), (189, 454), (594, 584)];[(479, 114), (603, 588)];[]
IMG_01122.png;[(693, 734), (57, 79)];[];[(570, 387), (498, 487), (844, 277)];[];[]
IMG_01123.png;[(426, 509), (583, 343), (811, 297), (992, 521), (420, 647), (332, 696), (233, 593), (80, 620), (158, 444), (223, 437), (662, 306)];[(828, 317), (578, 348), (143, 446), (198, 411), (75, 636)];[(831, 330), (569, 340), (149, 468)];[(578, 344), (826, 316), (78, 628), (151, 453)];[(577, 344), (150, 453)]
IMG_01124.png;[(70, 449), (395, 284), (497, 390), (751, 331), (96, 559), (124, 672), (185, 534), (49, 139), (288, 42), (678, 152), (936, 141)];[(510, 402), (615, 535), (663, 150), (389, 280), (818, 740), (49, 171)];[(509, 386), (604, 541), (98, 570), (198, 652), (659, 161)];[(392, 282), (506, 393), (97, 565), (668, 155), (610, 538)];[(506, 393), (667, 155)]
IMG_01125.png;[(158, 304), (87, 421), (80, 628), (89, 724), (558, 500), (822, 158), (974, 474)];[(170, 282), (776, 171)];[(151, 375), (829, 162)];[(164, 293), (826, 160)];[]
IMG_01126.png;[(737, 413), (848, 262), (926, 178), (940, 351), (803, 473), (113, 76)];[(909, 347), (720, 410), (848, 298)];[(851, 295), (921, 365), (722, 418)];[(727, 414), (923, 359), (850, 297)];[(727, 414)]
IMG_01127.png;[(208, 311), (279, 130), (733, 408), (776, 191), (661, 306), (448, 662), (529, 326)];[(656, 325)];[(648, 326), (468, 595), (530, 239), (214, 297)];[(211, 304), (656, 320)];[(655, 319)]
IMG_01128.png;[(155, 202), (623, 139), (671, 51), (953, 21), (917, 171), (743, 156), (738, 95), (669, 407), (847, 331), (881, 403), (878, 463), (981, 516), (685, 742), (19, 740), (273, 228), (88, 160)];[(633, 155), (954, 35), (651, 442), (965, 497), (160, 198)];[(885, 442), (680, 445), (733, 150), (627, 144), (165, 214), (93, 140), (794, 530)];[(160, 205), (628, 147), (954, 28), (738, 153), (882, 453), (973, 507), (91, 150), (666, 444)];[(160, 205), (628, 146)]
IMG_01130.png;[(405, 716), (283, 548)];[(409, 731), (908, 670), (879, 340), (920, 20), (644, 161)];[(599, 154), (892, 659), (361, 728), (293, 529)];[(407, 724), (288, 539), (900, 665)];[]
IMG_01132.png;[(248, 38), (547, 57), (632, 225), (725, 233), (782, 525), (598, 625)];[(720, 265), (560, 58), (271, 70), (630, 228), (824, 496), (520, 263), (803, 128)];[(625, 243), (751, 289), (521, 278), (258, 385), (791, 509), (607, 643), (276, 54)];[(554, 58), (630, 233), (787, 517), (603, 634), (274, 62), (521, 271)];[(629, 232)]
IMG_01133.png;[(229, 488), (83, 480), (145, 166), (474, 179), (481, 205), (532, 468), (518, 641), (604, 600), (673, 546), (712, 499), (700, 445), (796, 474), (880, 391), (994, 645), (613, 465), (715, 272)];[(226, 541), (66, 495), (595, 603), (711, 501), (893, 382), (455, 187), (1009, 181), (489, 218), (124, 157)];[(709, 495), (769, 479), (890, 380), (511, 160), (495, 217), (131, 140), (90, 488), (215, 542), (585, 600), (670, 551), (507, 640)];[(80, 489), (134, 155), (481, 203), (469, 189), (485, 208), (513, 641), (595, 602), (672, 549), (711, 499), (783, 477), (889, 385), (221, 542)];[(80, 488), (134, 155), (489, 214), (595, 601), (711, 499), (888, 385)]
IMG_01134.png;[(161, 214), (857, 258), (580, 714), (653, 365), (169, 597), (69, 603), (205, 464), (298, 465), (416, 483), (654, 47), (817, 652), (987, 518)];[(165, 573), (80, 620), (573, 735), (276, 752), (265, 656), (153, 230), (994, 497), (816, 648)];[(694, 584), (722, 534), (421, 505), (160, 572), (252, 639), (291, 437), (221, 469), (146, 232), (856, 254)];[(154, 226), (857, 256), (577, 725), (165, 582), (75, 612), (213, 467), (295, 451), (419, 494), (817, 650), (991, 508), (259, 648)];[(154, 226), (165, 581)]
IMG_01135.png;[(185, 197), (55, 223), (482, 35), (538, 156), (568, 274), (567, 365), (783, 262), (883, 354), (882, 457), (797, 699), (728, 437), (482, 373), (344, 409), (522, 583), (424, 679)];[(575, 280), (528, 151), (333, 423), (790, 258)];[(568, 280), (521, 130), (565, 341), (889, 358), (893, 456), (743, 446)];[(529, 148), (571, 279), (566, 353), (787, 260), (886, 356), (888, 457), (736, 442), (339, 416)];[(571, 278)]
IMG_01136.png;[(491, 738), (453, 681), (58, 744), (88, 581), (507, 382), (347, 168), (946, 398), (909, 491), (923, 583), (832, 743), (930, 98), (713, 274), (564, 283), (199, 162)];[(513, 378), (960, 372), (948, 273), (960, 192), (924, 140), (846, 738), (489, 730), (375, 178)];[(498, 388), (441, 669), (495, 731), (951, 365), (905, 499), (762, 289), (359, 173), (80, 715)];[(492, 734), (447, 675), (507, 383), (361, 173), (956, 377), (907, 495), (839, 741)];[(492, 733), (506, 383), (361, 173)]
IMG_01140.png;[(249, 50), (525, 52), (609, 228), (720, 242), (805, 83), (795, 471)];[(705, 235), (623, 201), (261, 36), (554, 56)];[(716, 215), (614, 209), (809, 499)];[(255, 43), (540, 54), (616, 212), (715, 231)];[(714, 231)]
IMG_01141.png;[(232, 501), (382, 354), (535, 446), (625, 456), (594, 593), (517, 648), (795, 486), (686, 492), (905, 384), (134, 132), (451, 190), (981, 635), (77, 480)];[(229, 543), (711, 503), (599, 598), (66, 497)];[(230, 574), (62, 494), (721, 239), (702, 503), (679, 554), (598, 602), (692, 429), (129, 158)];[(598, 598), (701, 500), (132, 145), (69, 491)];[(597, 598), (700, 500), (69, 491)]
IMG_01143.png;[(14, 223), (149, 213), (534, 164), (461, 47), (503, 393), (306, 405), (412, 682), (511, 614), (842, 715), (882, 456), (875, 345), (727, 433), (799, 241)];[(571, 282), (871, 341), (419, 672)];[(480, 370), (578, 350), (577, 277), (524, 157), (798, 690), (846, 335)];[(529, 161), (416, 677), (867, 341), (574, 280)];[]
IMG_01144.png;[(56, 693), (75, 565), (529, 370), (355, 160), (598, 153), (725, 252), (936, 366), (895, 513), (831, 743), (497, 719), (431, 657)];[(839, 732), (958, 373), (510, 390)];[(513, 381), (559, 144), (758, 268), (941, 367), (957, 459), (481, 733), (432, 664)];[(518, 381), (946, 369), (835, 738), (489, 726), (432, 661)];[(518, 381), (945, 369)]
IMG_01232.png;[(83, 63), (147, 60), (25, 74), (652, 574)];[(139, 60)];[(153, 60), (81, 60)];[(82, 62), (147, 60)];[(147, 60)]
IMG_01234.png;[(760, 424), (731, 324)];[(135, 173)];[(908, 341)];[];[]
IMG_01235.png;[(748, 489), (774, 197)];[(731, 485), (764, 193)];[(772, 184), (873, 459), (744, 491)];[(742, 489), (771, 192)];[(741, 489), (770, 192)]
IMG_01241.png;[(419, 685), (917, 505), (940, 142), (320, 355), (123, 237)];[];[(120, 240)];[(122, 239)];[]
IMG_01245.png;[(408, 260), (603, 427), (681, 112), (642, 273), (154, 741)];[(671, 137), (63, 26), (326, 10), (139, 752)];[(560, 580), (404, 649)];[(676, 125), (147, 747)];[]
IMG_01246.png;[(238, 410), (683, 609), (429, 356)];[];[(469, 625)];[];[]
IMG_01247.png;[(108, 330), (125, 94), (472, 131), (158, 697), (267, 699), (984, 491), (846, 464), (638, 455)];[(126, 320), (138, 110), (263, 715), (168, 696), (354, 542), (639, 445), (351, 307), (461, 353), (494, 133)];[(134, 307), (361, 545), (170, 685), (641, 447), (138, 101)];[(124, 320), (134, 102), (483, 132), (166, 693), (265, 707), (640, 450), (358, 544)];[(134, 102), (166, 693), (640, 449)]
IMG_01248.png;[(214, 447), (546, 334), (596, 278), (182, 155), (921, 196), (827, 415), (926, 652)];[(604, 267), (826, 413)];[(843, 422), (601, 262), (210, 440), (234, 160), (850, 190), (878, 592)];[(212, 444), (601, 270), (833, 417)];[(601, 269), (832, 417)]
IMG_01249.png;[(845, 140), (930, 240), (519, 358), (401, 287), (436, 417), (448, 696), (257, 607)];[(399, 688)];[(408, 276), (299, 363)];[(405, 282)];[]
IMG_01250.png;[(155, 189)];[(515, 530), (308, 592), (153, 551)];[(584, 541)];[];[]
IMG_01251.png;[(279, 364), (784, 728), (353, 704)];[(790, 747), (854, 107), (101, 21)];[(858, 118), (291, 620)];[(787, 738), (856, 113)];[]
IMG_01253.png;[(193, 548), (362, 539), (529, 464), (686, 539), (430, 678), (486, 664)];[(839, 235), (490, 667), (438, 681), (371, 550), (681, 147)];[(853, 232), (431, 687), (484, 657)];[(367, 545), (434, 683), (487, 663), (846, 234)];[(433, 682), (487, 663)]
IMG_01254.png;[(291, 583), (439, 664), (908, 128)];[(39, 65), (158, 556)];[(150, 560), (917, 118), (46, 60)];[(913, 123), (43, 63), (154, 558)];[]
IMG_01256.png;[(769, 449)];[(773, 432)];[(791, 435)];[(778, 439)];[(778, 439)]
IMG_01257.png;[(38, 325), (60, 157), (371, 210), (416, 204), (668, 189), (439, 412), (965, 115)];[(349, 342), (299, 720), (216, 745), (38, 345), (676, 196), (980, 113)];[(672, 187), (21, 318), (65, 184), (432, 205), (379, 235), (389, 462)];[(35, 329), (63, 171), (375, 223), (424, 205), (673, 191), (973, 114)];[(672, 191)]
IMG_01258.png;[(489, 295), (116, 302), (102, 131), (105, 211), (900, 499), (947, 337), (348, 590)];[(101, 191), (351, 570), (888, 500), (458, 133), (485, 76)];[(511, 287), (130, 190), (893, 502), (357, 571)];[(500, 291), (109, 196), (894, 501), (353, 578)];[(894, 501), (352, 577)]
IMG_01259.png;[];[(158, 398), (539, 668), (786, 48), (953, 67), (471, 298), (316, 26), (70, 241)];[(158, 369), (884, 370), (277, 451)];[(158, 384)];[]
IMG_01260.png;[(181, 526), (109, 508), (107, 746), (868, 435), (675, 397), (596, 97), (342, 557)];[(50, 32), (165, 521), (878, 410), (539, 721)];[(163, 523), (890, 415)];[(170, 524), (879, 420)];[(170, 524), (879, 420)]
IMG_01261.png;[(761, 222), (926, 156), (692, 556), (472, 667), (434, 702), (377, 556), (577, 503)];[(479, 663), (433, 683), (370, 551)];[(766, 211), (907, 148), (375, 555), (444, 694), (489, 664)];[(764, 217), (917, 152), (481, 665), (438, 694), (375, 555)];[(480, 665), (437, 693), (374, 554)]
IMG_01262.png;[(299, 619), (898, 561)];[(300, 602), (961, 172), (889, 160)];[(295, 574), (978, 167), (71, 68)];[(299, 600), (970, 170)];[]
IMG_01263.png;[(821, 484)];[];[(796, 419)];[];[]
IMG_01264.png;[(776, 431), (422, 82), (426, 237), (381, 136)];[(154, 103), (778, 428), (204, 600)];[(760, 429), (376, 136), (423, 245), (443, 82), (174, 93)];[(772, 430), (433, 82), (425, 241), (379, 136), (164, 98)];[(772, 430)]
IMG_01193.png;[(371, 301), (476, 151), (889, 489), (188, 735), (659, 741)];[(369, 283)];[(376, 273), (893, 380)];[(373, 287)];[(372, 286)]
IMG_01194.png;[(782, 165), (551, 156)];[(840, 207), (378, 306), (539, 160)];[(142, 460), (533, 164)];[(542, 161)];[(541, 160)]
